# 26/11/2024 12:59:07 PM : Aggregated Curves - Spot Market Auction - denmark
Date,Week,Week Day,Hour,Price,Volume,Sale/Purchase
27/11/2024,48,3,1,158.00,5865.8,Sell
27/11/2024,48,3,1,159.90,5866.2,Sell
27/11/2024,48,3,1,160.00,5866.2,Sell
27/11/2024,48,3,1,160.90,5866.4,Sell
27/11/2024,48,3,1,160.91,5868.2,Sell
27/11/2024,48,3,1,166.00,5869.2,Sell
27/11/2024,48,3,1,167.57,5916.6,Sell
27/11/2024,48,3,1,167.58,5939.4,Sell
27/11/2024,48,3,1,168.00,5952.1,Sell
27/11/2024,48,3,1,169.80,5957.0,Sell
27/11/2024,48,3,1,169.81,6177.0,Sell
27/11/2024,48,3,1,169.90,6177.2,Sell
27/11/2024,48,3,1,170.00,6177.5,Sell
27/11/2024,48,3,1,179.90,6179.5,Sell
27/11/2024,48,3,1,180.00,6179.5,Sell
27/11/2024,48,3,1,181.00,6180.0,Sell
27/11/2024,48,3,1,181.10,6228.2,Sell
27/11/2024,48,3,1,186.00,6230.6,Sell
27/11/2024,48,3,1,187.72,6233.1,Sell
27/11/2024,48,3,1,187.73,6234.2,Sell
27/11/2024,48,3,1,188.00,6234.6,Sell
27/11/2024,48,3,1,189.90,6246.9,Sell
27/11/2024,48,3,1,190.00,6247.5,Sell
27/11/2024,48,3,1,190.10,6248.1,Sell
27/11/2024,48,3,1,192.00,6259.9,Sell
27/11/2024,48,3,1,193.06,6266.5,Sell
27/11/2024,48,3,1,193.07,6287.4,Sell
27/11/2024,48,3,1,194.00,6293.2,Sell
27/11/2024,48,3,1,196.00,6305.6,Sell
27/11/2024,48,3,1,198.00,6318.0,Sell
27/11/2024,48,3,1,199.90,6329.8,Sell
27/11/2024,48,3,1,200.00,6330.4,Sell
27/11/2024,48,3,1,201.11,6339.8,Sell
27/11/2024,48,3,1,201.24,6346.0,Sell
27/11/2024,48,3,1,205.00,6378.1,Sell
27/11/2024,48,3,1,205.80,6384.9,Sell
27/11/2024,48,3,1,205.81,6385.0,Sell
27/11/2024,48,3,1,209.50,6416.5,Sell
27/11/2024,48,3,1,210.00,6420.8,Sell
27/11/2024,48,3,1,212.10,6438.7,Sell
27/11/2024,48,3,1,212.20,6505.9,Sell
27/11/2024,48,3,1,214.53,6525.8,Sell
27/11/2024,48,3,1,214.54,6526.9,Sell
27/11/2024,48,3,1,215.00,6530.8,Sell
27/11/2024,48,3,1,218.55,6561.1,Sell
27/11/2024,48,3,1,218.56,6561.2,Sell
27/11/2024,48,3,1,220.00,6573.5,Sell
27/11/2024,48,3,1,225.00,6603.7,Sell
27/11/2024,48,3,1,230.00,6633.9,Sell
27/11/2024,48,3,1,235.00,6664.1,Sell
27/11/2024,48,3,1,240.00,6694.3,Sell
27/11/2024,48,3,1,241.35,6702.5,Sell
27/11/2024,48,3,1,241.36,6703.5,Sell
27/11/2024,48,3,1,245.00,6725.5,Sell
27/11/2024,48,3,1,249.00,6799.7,Sell
27/11/2024,48,3,1,249.90,6805.1,Sell
27/11/2024,48,3,1,250.00,6805.7,Sell
27/11/2024,48,3,1,255.00,6831.7,Sell
27/11/2024,48,3,1,269.12,6831.7,Sell
27/11/2024,48,3,1,272.67,6856.7,Sell
27/11/2024,48,3,1,277.00,6856.7,Sell
27/11/2024,48,3,1,277.01,6904.0,Sell
27/11/2024,48,3,1,299.06,6904.0,Sell
27/11/2024,48,3,1,299.10,6907.1,Sell
27/11/2024,48,3,1,373.90,6907.1,Sell
27/11/2024,48,3,1,374.00,6937.1,Sell
27/11/2024,48,3,1,376.90,6937.1,Sell
27/11/2024,48,3,1,377.00,6967.1,Sell
27/11/2024,48,3,1,477.90,6967.1,Sell
27/11/2024,48,3,1,478.00,6987.1,Sell
27/11/2024,48,3,1,487.90,6987.1,Sell
27/11/2024,48,3,1,488.00,7007.1,Sell
27/11/2024,48,3,1,647.90,7007.1,Sell
27/11/2024,48,3,1,648.00,7027.1,Sell
27/11/2024,48,3,1,913.00,7027.1,Sell
27/11/2024,48,3,1,973.90,7097.1,Sell
27/11/2024,48,3,1,974.00,7172.2,Sell
27/11/2024,48,3,1,983.90,7183.6,Sell
27/11/2024,48,3,1,984.00,7243.7,Sell
27/11/2024,48,3,1,999.10,7261.1,Sell
27/11/2024,48,3,1,1000.00,7262.1,Sell
27/11/2024,48,3,1,1000.01,7262.1,Sell
27/11/2024,48,3,1,1000.01,7262.5,Sell
27/11/2024,48,3,1,1419.90,7263.3,Sell
27/11/2024,48,3,1,1420.00,7363.3,Sell
27/11/2024,48,3,1,1424.90,7363.4,Sell
27/11/2024,48,3,1,1425.00,7473.4,Sell
27/11/2024,48,3,1,1499.00,7473.5,Sell
27/11/2024,48,3,1,1991.90,7473.5,Sell
27/11/2024,48,3,1,1992.00,7533.5,Sell
27/11/2024,48,3,1,1993.90,7533.5,Sell
27/11/2024,48,3,1,1994.00,7563.5,Sell
27/11/2024,48,3,1,2000.00,7563.5,Sell
27/11/2024,48,3,1,2343.90,7564.8,Sell
27/11/2024,48,3,1,2344.00,7654.8,Sell
27/11/2024,48,3,1,2998.90,7657.4,Sell
27/11/2024,48,3,1,2999.00,7657.5,Sell
27/11/2024,48,3,1,3632.90,7660.0,Sell
27/11/2024,48,3,1,3633.00,7830.0,Sell
27/11/2024,48,3,1,3719.90,7830.3,Sell
27/11/2024,48,3,1,3720.00,8030.3,Sell
27/11/2024,48,3,1,3994.90,8031.4,Sell
27/11/2024,48,3,1,3995.00,8031.5,Sell
27/11/2024,48,3,1,3999.90,8031.5,Sell
27/11/2024,48,3,1,4000.00,8032.5,Sell
27/11/2024,48,3,1,-500.00,7602.9,Purchase
27/11/2024,48,3,1,-499.90,7592.9,Purchase
27/11/2024,48,3,1,-497.00,7592.2,Purchase
27/11/2024,48,3,1,-496.90,7512.1,Purchase
27/11/2024,48,3,1,-496.00,7511.9,Purchase
27/11/2024,48,3,1,-495.90,7421.9,Purchase
27/11/2024,48,3,1,-430.00,7405.4,Purchase
27/11/2024,48,3,1,-429.90,7285.4,Purchase
27/11/2024,48,3,1,-420.00,7282.9,Purchase
27/11/2024,48,3,1,-419.90,7132.9,Purchase
27/11/2024,48,3,1,-300.00,7102.9,Purchase
27/11/2024,48,3,1,-288.00,7102.9,Purchase
27/11/2024,48,3,1,-287.90,6982.9,Purchase
27/11/2024,48,3,1,-280.00,6982.9,Purchase
27/11/2024,48,3,1,-279.90,6832.9,Purchase
27/11/2024,48,3,1,-200.00,6832.9,Purchase
27/11/2024,48,3,1,-199.00,6831.9,Purchase
27/11/2024,48,3,1,-198.90,6830.5,Purchase
27/11/2024,48,3,1,-192.00,6823.6,Purchase
27/11/2024,48,3,1,-191.90,6743.5,Purchase
27/11/2024,48,3,1,-188.00,6739.6,Purchase
27/11/2024,48,3,1,-187.90,6659.5,Purchase
27/11/2024,48,3,1,-158.33,6629.9,Purchase
27/11/2024,48,3,1,-156.25,6587.9,Purchase
27/11/2024,48,3,1,-150.00,6581.6,Purchase
27/11/2024,48,3,1,-120.00,6581.6,Purchase
27/11/2024,48,3,1,-119.90,6521.6,Purchase
27/11/2024,48,3,1,-118.00,6521.6,Purchase
27/11/2024,48,3,1,-117.90,6451.6,Purchase
27/11/2024,48,3,1,-110.00,6451.6,Purchase
27/11/2024,48,3,1,-100.00,6434.6,Purchase
27/11/2024,48,3,1,-90.00,6374.6,Purchase
27/11/2024,48,3,1,-80.00,6314.6,Purchase
27/11/2024,48,3,1,-79.90,6311.2,Purchase
27/11/2024,48,3,1,-75.00,6281.8,Purchase
27/11/2024,48,3,1,-72.00,6263.8,Purchase
27/11/2024,48,3,1,-71.61,6225.0,Purchase
27/11/2024,48,3,1,-70.00,6215.4,Purchase
27/11/2024,48,3,1,-65.00,6185.4,Purchase
27/11/2024,48,3,1,-60.00,6155.4,Purchase
27/11/2024,48,3,1,-55.00,6125.4,Purchase
27/11/2024,48,3,1,-51.25,6102.9,Purchase
27/11/2024,48,3,1,-51.24,6072.8,Purchase
27/11/2024,48,3,1,-50.00,6065.4,Purchase
27/11/2024,48,3,1,-46.94,6047.0,Purchase
27/11/2024,48,3,1,-46.93,6043.2,Purchase
27/11/2024,48,3,1,-45.00,6031.6,Purchase
27/11/2024,48,3,1,-43.00,6019.6,Purchase
27/11/2024,48,3,1,-41.00,5957.6,Purchase
27/11/2024,48,3,1,-40.00,5951.6,Purchase
