# 18/05/2024 13:00:01 PM : Aggregated Curves - Spot Market Auction - denmark
Date,Week,Week Day,Hour,Price,Volume,Sale/Purchase
19/05/2024,20,7,1,-500.00,0.0,Sell
19/05/2024,20,7,1,-500.00,335.6,Sell
19/05/2024,20,7,1,-222.90,335.6,Sell
19/05/2024,20,7,1,-222.80,337.1,Sell
19/05/2024,20,7,1,-100.00,337.1,Sell
19/05/2024,20,7,1,-99.00,340.0,Sell
19/05/2024,20,7,1,-85.00,340.0,Sell
19/05/2024,20,7,1,-83.33,340.3,Sell
19/05/2024,20,7,1,-77.87,344.6,Sell
19/05/2024,20,7,1,-77.73,350.7,Sell
19/05/2024,20,7,1,-70.10,356.6,Sell
19/05/2024,20,7,1,-70.00,356.7,Sell
19/05/2024,20,7,1,-60.10,362.6,Sell
19/05/2024,20,7,1,-60.00,362.7,Sell
19/05/2024,20,7,1,-50.10,368.6,Sell
19/05/2024,20,7,1,-50.00,368.7,Sell
19/05/2024,20,7,1,-40.10,371.6,Sell
19/05/2024,20,7,1,-25.00,371.6,Sell
19/05/2024,20,7,1,-24.00,388.4,Sell
19/05/2024,20,7,1,-13.50,388.4,Sell
19/05/2024,20,7,1,-13.40,389.8,Sell
19/05/2024,20,7,1,-12.10,389.8,Sell
19/05/2024,20,7,1,-10.00,391.4,Sell
19/05/2024,20,7,1,-6.80,393.9,Sell
19/05/2024,20,7,1,-6.70,398.4,Sell
19/05/2024,20,7,1,-6.60,398.4,Sell
19/05/2024,20,7,1,-5.00,403.2,Sell
19/05/2024,20,7,1,-2.50,410.6,Sell
19/05/2024,20,7,1,-2.40,467.0,Sell
19/05/2024,20,7,1,-2.10,467.9,Sell
19/05/2024,20,7,1,-2.00,482.3,Sell
19/05/2024,20,7,1,-1.00,485.2,Sell
19/05/2024,20,7,1,-0.90,968.9,Sell
19/05/2024,20,7,1,-0.10,989.7,Sell
19/05/2024,20,7,1,-0.01,1059.4,Sell
19/05/2024,20,7,1,0.00,1072.0,Sell
19/05/2024,20,7,1,0.00,1072.6,Sell
19/05/2024,20,7,1,0.01,1136.0,Sell
19/05/2024,20,7,1,0.13,1175.4,Sell
19/05/2024,20,7,1,1.00,1175.4,Sell
19/05/2024,20,7,1,1.10,1191.6,Sell
19/05/2024,20,7,1,1.47,1191.6,Sell
19/05/2024,20,7,1,1.61,1250.5,Sell
19/05/2024,20,7,1,9.99,1250.5,Sell
19/05/2024,20,7,1,10.00,1270.4,Sell
19/05/2024,20,7,1,11.88,1270.4,Sell
19/05/2024,20,7,1,12.00,1273.4,Sell
19/05/2024,20,7,1,12.20,1273.4,Sell
19/05/2024,20,7,1,12.33,1273.5,Sell
19/05/2024,20,7,1,15.00,1273.5,Sell
19/05/2024,20,7,1,17.40,1274.8,Sell
19/05/2024,20,7,1,23.05,1274.8,Sell
19/05/2024,20,7,1,24.00,1276.8,Sell
