RES,Season,Cluster,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Offshore Wind,Winter,0,2021-01-03,0.2031271071397122,0.18983195678201356,0.20417460712750923,0.19489796278077864,0.2045678023698998,0.22323273924472578,0.230343291352012,0.2358343360224332,0.24706263272294232,0.2355955461836493,0.20444368727348922,0.1937141030555207,0.16283128980858236,0.15892877634053149,0.16619736619061784,0.18323506170509016,0.19752043712115058,0.18261825043548172,0.18656829885172066,0.18318012041961648,0.18706335569590687,0.17830226819312361,0.17020218394452258,0.1763806270225929
Offshore Wind,Winter,1,2021-12-09,0.40873537976720364,0.4021006530178259,0.43544655125110754,0.4567233958810187,0.5022195183456717,0.5591800435638533,0.5781741440066906,0.5369459656762032,0.5506187822906755,0.5012060537382,0.48734898703706236,0.4262530931530825,0.5158734340233027,0.5364298930705977,0.5236541483676033,0.572199344824688,0.5783713482050784,0.614479716510028,0.6049754456085291,0.6422846683543179,0.6428640680764817,0.6317078866101198,0.6494028761930071,0.6165755683481196
Offshore Wind,Winter,2,2021-12-15,0.7685424558602784,0.7972957196403125,0.7434125486886657,0.6955171006698834,0.7496313476970718,0.7784017831460784,0.7878928722294011,0.7891929294807456,0.7750125005313097,0.781004017270557,0.8078298907842515,0.8294696522252474,0.8316500798787084,0.8772967562121372,0.8776473764409927,0.8149404086507026,0.8399509004857951,0.8429418451409865,0.8253811065122393,0.8215779043105579,0.7923258966029121,0.7715266933676584,0.7234106598180905,0.723398066133155
Offshore Wind,Summer,0,2023-07-09,0.3923266536407451,0.390238815943728,0.36711398680039947,0.3558408518952716,0.3299101072467544,0.3109295879466806,0.27585332985975425,0.24732830141982545,0.22617634145282448,0.20395489297034433,0.1946758486387912,0.21312619469410793,0.24000268420824108,0.21622140072076768,0.21716448525899876,0.2532070800225783,0.3042265537753463,0.33417961790630024,0.3688149450740307,0.37186353306413095,0.38474769831965616,0.35902486474751427,0.360596911119795,0.35842013764057146
Offshore Wind,Summer,1,2022-04-22,0.5221013902406638,0.5034374287620083,0.5032793665683829,0.5317397703379712,0.6043880419810087,0.7475408900778328,0.7470858651398334,0.6723349192556122,0.6326754037243894,0.6589121036306057,0.6342334732904396,0.6064790134855016,0.5628855772377648,0.5287501515683956,0.5562729190457245,0.5728250342313288,0.6186620923716606,0.6878037864042139,0.6428372621577666,0.6782831679410664,0.7280373354174274,0.7144649257429565,0.6157562672438928,0.5862820212576302
Offshore Wind,Summer,2,2023-08-21,0.18096796318006164,0.13427706786505145,0.10081438235421823,0.1269818127740871,0.11999253397594548,0.10795575702314272,0.07866215969779862,0.07791494637662282,0.0873966840345621,0.09469582519213235,0.10399527462984673,0.11218254873865662,0.10122061178411706,0.1062506981893969,0.10113120750293084,0.11448972775823889,0.11621892232208762,0.11439874603794885,0.11891186878554992,0.11188808518952717,0.12781678389996093,0.14172260257913247,0.16705949372584777,0.1766324488732578
Onshore Wind,Winter,0,2024-11-17,0.5284234722874603,0.5286864306340981,0.5408113019557466,0.5450667695271582,0.5313431108333097,0.5089281232008147,0.5101262792323312,0.5236470646130732,0.5184064760603815,0.5540448398594061,0.5879571283800028,0.5905391650670483,0.5929945619141668,0.5850469677524346,0.5474973635577978,0.5647241732017804,0.5441446885069531,0.5182965096472292,0.5369328710980923,0.5301420491881089,0.5071520862022698,0.47018705856390647,0.4172060499475424,0.37294410787735477
Onshore Wind,Winter,1,2023-12-02,0.20939931788687036,0.22299738460606083,0.23334297897862755,0.24800515179315918,0.24675885002079356,0.25023507407322265,0.25367822796872813,0.2554874810088754,0.26385224184086953,0.2855758564553105,0.3074340778620434,0.32183918367944025,0.3475437196063639,0.33915869433014356,0.32618758006574533,0.29051379377362785,0.2740702996574806,0.2697153686524713,0.26420978573204906,0.27009955675185415,0.28165696752230346,0.3072360851220343,0.3157843126519029,0.30942761137105995
Onshore Wind,Winter,2,2023-03-12,0.07713707979091108,0.07230953253252148,0.07024449998135887,0.07012231101694968,0.06656909496374977,0.06929407747337078,0.0626102237539654,0.06430443610997309,0.06512970165235395,0.06070407424293579,0.06386951604501448,0.05430069247112864,0.05491974004058559,0.058600587226847564,0.059512205566470626,0.07162960553077129,0.08290261769374435,0.09861991255956049,0.10342229054294842,0.10284741162177626,0.10715259004447002,0.09951515336443242,0.09679833129600011,0.10636989751127371
Onshore Wind,Summer,0,2021-06-01,0.2932222685773327,0.2881064272195825,0.2852777850495436,0.2994868302176727,0.33403412144868905,0.3732910941156054,0.39255936843763106,0.41186522711784085,0.4085231070798419,0.41103639037642725,0.41734613580605223,0.4092367796795954,0.39704545995700247,0.39077394517340547,0.39280435287544846,0.38987828596823265,0.3735193286003961,0.3495520831594349,0.3290050669737278,0.30637504330688886,0.2806801076906344,0.26994818947981203,0.2666520625053375,0.25934642471891417
Onshore Wind,Summer,1,2023-08-18,0.06514112639502768,0.07835481964098996,0.08951458827156122,0.09550717124420431,0.10827106882344856,0.10652160788005784,0.10023134859966092,0.10013820407500136,0.1153955590316977,0.1390895213060667,0.1685939308224571,0.19240111643872712,0.21050301459285398,0.23724355235806024,0.2421861907360581,0.2416667115880508,0.24554395602564477,0.2155922686618149,0.19148618865315,0.17858505138534217,0.19519375981570433,0.19314514869880733,0.18355901961682825,0.18381906506588241
