,curtailement-average,unmet_demand-average,curtailement-total,unmet_demand-total
0,1134.4748367063246,408.06763188928215,27227.396080951792,9793.623165342771
1,870.4290033729911,192.0301318892821,20890.296080951783,4608.723165342771
2,870.4748367063245,192.0676318892822,20891.396080951792,4609.623165342773
3,870.4748367063245,192.06763188928213,20891.39608095179,4609.623165342771
4,870.4748367063245,192.0676318892822,20891.396080951792,4609.623165342773
5,870.4748367063245,192.0676318892822,20891.39608095179,4609.623165342773
