,consumer_surplus,producer_surplus
0,439309.30705620005,2153.1668205273636
1,109810.334455306,1369.4173595673105
2,110084.17994502155,1135.763177021971
3,110235.09243475544,1001.018170123894
4,110235.09243475544,1001.4759075788206
5,110235.09243475544,1001.4755298749509
