,consumer_surplus,producer_surplus
0,494437.8293567417,2349.433060274326
1,149600.2352189917,1195.0929218706704
2,149587.85693768502,1209.0503768758585
3,149476.74416147018,1321.9777453052934
4,149405.5045220343,1393.3434262794242
5,149419.1474348116,1379.6262321802756
